"year","title","imdb_id","gross_inflation","rank_unadjusted_inflation"
2003,"Alex & Emma (2003)","tt0318283",20487600,3420
1985,"My Life as a Dog (1985)","tt0089606",20463400,4072
2004,"The Girl Next Door (2004)","tt0265208",20454100,3378
2001,"Sugar & Spice (2001)","tt0186589",20443500,3518
2001,"American Outlaws (2001)","tt0244000",20443500,3522
1982,"Poltergeist (1982)","tt0084516",20418400,4295
1995,"The Brothers McMullen (1995)","tt0112585",20400000,3847
2002,"Juwanna Mann (2002)","tt0247444",20364900,3489
2003,"How to Deal (2003)","tt0319524",20343300,3430
1990,"Miami Blues (1990)","tt0100143",20341100,3905
2014,"I, Frankenstein (2014)","tt1418377",20339000,2958
1994,"The Swan Princess (1994)","tt0111333",20334700,3914
2012,"Man on a Ledge (2012)","tt1568338",20329100,2998
2006,"Catch and Release (2006)","tt0395495",20322100,3307
2004,"Welcome to Mooseport (2004)","tt0361925",20314000,3391
2011,"You're Next (2011)","tt1853739",20296300,3010
1997,"Leave It to Beaver (1997)","tt0119509",20281000,3788
1996,"White Squall (1996)","tt0118158",20273800,3840
1991,"He Said, She Said (1991)","tt0102011",20251800,3909
2005,"The Cave (2005)","tt0402901",20223100,3350
1986,"Manhunter (1986)","tt0091474",20214000,4036
1999,"The Thirteenth Floor (1999)","tt0139809",20208700,3673
1984,"The Little Drummer Girl (1984)","tt0087629",20196400,4149
2006,"Alpha Dog (2006)","tt0426883",20189300,3311
2010,"127 Hours (2010)","tt1542344",20178700,3018
2001,"Frailty (2001)","tt0264616",20136000,3537
1993,"The Dark Half (1993)","tt0106664",20131900,3935
2012,"A Thousand Words (2012)","tt0763831",20110600,3015
2012,"Quartet (2012)","tt1441951",20110600,3016
1997,"Deconstructing Harry (1997)","tt0118954",20091500,3805
1997,"Mad City (1997)","tt0119592",20091500,3808
2011,"Fright Night (2011)","tt1438176",20076900,3024
1996,"From Dusk Till Dawn (1996)","tt0116367",20076900,3854
2006,"Arthur and the Invisibles (2006)","tt0344854",20056500,3323
1986,"Blue Velvet (1986)","tt0090756",20049900,4045
2004,"Godsend (2004)","tt0335121",20033800,3409
1993,"Matinee (1993)","tt0107529",20026800,3937
1986,"Care Bears Movie II: A New Generation (1986)","tt0090799",20026400,4046
1991,"The Butcher's Wife (1991)","tt0101523",20024500,3921
2015,"Shaun the Sheep Movie (2015)","tt2872750",20021400,2935
2014,"The Legend of Hercules (2014)","tt1043726",20019600,2980
2000,"Ready to Rumble (2000)","tt0217756",20014800,3621
1995,"A Little Princess (1995)","tt0113670",20000000,3887
2007,"The Kite Runner (2007)","tt0419887",19979700,3263
1989,"Tap (1989)","tt0098442",19964000,3982
1966,"Paradise, Hawaiian Style (1966)","tt0059563",19954100,5308
2009,"Fired Up! (2009)","tt1083456",19952000,3121
1993,"Flesh and Bone (1993)","tt0106926",19942800,3944
1968,"Speedway (1968)","tt0063634",19923700,5153
2006,"See No Evil (2006)","tt0437179",19923700,3336
1989,"Warlock (1989)","tt0098622",19920200,3985
2014,"Still Alice (2014)","tt3316960",19913100,2991
1992,"Chaplin (1992)","tt0103939",19894700,3943
1986,"Wise Guys (1986)","tt0092226",19885700,4055
1996,"A Family Thing (1996)","tt0116275",19880100,3867
1996,"Mrs. Winterbourne (1996)","tt0117104",19880100,3880
1999,"The Adventures of Elmo in Grouchland (1999)","tt0159421",19866100,3687
1999,"The Muse (1999)","tt0164108",19866100,3691
1999,"Wing Commander (1999)","tt0131646",19866100,3696
1982,"Six Weeks (1982)","tt0084691",19826500,4334
2012,"Chernobyl Diaries (2012)","tt1991245",19782700,3038
1989,"Renegades (1989)","tt0098188",19766800,3994
2002,"Feardotcom (2002)","tt0295254",19765900,3530
1991,"Scenes from a Mall (1991)","tt0102849",19755800,3936
2004,"Dirty Dancing: Havana Nights (2004)","tt0338096",19753600,3425
2008,"Swing Vote (2008)","tt1027862",19750700,3208
2009,"Splice (2009)","tt1017460",19720000,3147
1952,"Invasion U.S.A. (1952)","tt0044750",19698100,6007
1999,"Boys Don't Cry (1999)","tt0171804",19694900,3707
1996,"Sunset Park (1996)","tt0117784",19683300,3896
1998,"Fear and Loathing in Las Vegas (1998)","tt0120669",19663100,3806
2010,"Going the Distance (2010)","tt1322312",19627400,3060
2002,"25th Hour (2002)","tt0307901",19616200,3544
2004,"New York Minute (2004)","tt0363282",19613500,3437
1986,"Something Wild (1986)","tt0091983",19604300,4069
1995,"Jade (1995)","tt0113451",19600000,3913
1991,"Guilty by Suspicion (1991)","tt0101984",19590500,3946
1993,"We're Back! A Dinosaur's Story (1993)","tt0108526",19585500,3958
1994,"Angie (1994)","tt0109129",19564600,3955
2000,"Saving Grace (2000)","tt0195234",19530600,3647
2006,"Tristan + Isolde (2006)","tt0375154",19525200,3366
1993,"Lost in Yonkers (1993)","tt0107443",19522500,3960
1988,"Return of the Living Dead II (1988)","tt0095990",19495600,3967
2004,"Soul Plane (2004)","tt0367085",19473400,3451
2002,"The Quiet American (2002)","tt0258068",19466400,3560
1985,"Runaway Train (1985)","tt0089941",19458600,4133
1996,"Night Falls on Manhattan (1996)","tt0119783",19447100,3906
2011,"Apollo 18 (2011)","tt1772240",19418700,3073
2010,"Furry Vengeance (2010)","tt0492389",19406800,3080
1980,"Hangar 18 (1980)","tt0080836",19405200,4449
1995,"The Baby-Sitters Club (1995)","tt0112435",19380000,3922
2009,"New in Town (2009)","tt1095174",19372000,3170
2000,"The Gift (2000)","tt0219699",19369200,3661
2001,"Jason X (2001)","tt0211443",19367500,3594
1999,"In Dreams (1999)","tt0120710",19352400,3727
2012,"The Perks of Being a Wallflower (2012)","tt1659337",19345500,3065
1992,"Gladiator (1992)","tt0104346",19328700,3964
1988,"Dead Ringers (1988)","tt0094964",19326300,3979
1988,"Switching Channels (1988)","tt0096203",19326300,3980
1998,"Home Fries (1998)","tt0119304",19292100,3823
1989,"Scandal (1989)","tt0098260",19284600,4021
1993,"What's Eating Gilbert Grape (1993)","tt0108550",19270300,3977
2013,"Admission (2013)","tt1814621",19262000,3043
2006,"Everyone's Hero (2006)","tt0430779",19259500,3386
1986,"Lucas (1986)","tt0091445",19229100,4091
1991,"Stone Cold (1991)","tt0102984",19197900,3959
1999,"Chill Factor (1999)","tt0163579",19181100,3739
1989,"True Believer (1989)","tt0098524",19153100,4026
2012,"Silent Hill: Revelation 3D (2012)","tt0938330",19126900,3087
2006,"Hollywoodland (2006)","tt0427969",19126700,3395
1996,"Everyone Says I Love You (1996)","tt0116242",19112400,3917
1998,"I Got the Hook Up (1998)","tt0131436",19106600,3839
1998,"The Newton Boys (1998)","tt0120769",19106600,3842
2007,"The Invasion (2007)","tt0427392",19094500,3331
1996,"Shall We Dance? (1996)","tt0117615",19053400,3924
2008,"Pride and Glory (2008)","tt0482572",19023700,3269
2008,"The Hurt Locker (2008)","tt0887912",19023700,3271
2002,"They (2002)","tt0283632",19017200,3588
1990,"Havana (1990)","tt0099747",19004300,3963
1991,"Body Parts (1991)","tt0101492",18991200,3973
2007,"Lions for Lambs (2007)","tt0891527",18968000,3338
1997,"Buddy (1997)","tt0118787",18954200,3894
1998,"Air Bud: Golden Receiver (1998)","tt0140796",18921100,3849
2004,"Shaun of the Dead (2004)","tt0365748",18913000,3498
1992,"White Sands (1992)","tt0105813",18888400,3996
1995,"Village of the Damned (1995)","tt0114852",18840000,3953
2013,"Nebraska (2013)","tt1821549",18833900,3076
2013,"Parker (2013)","tt1904996",18833900,3077
1986,"Haunted Honeymoon (1986)","tt0091178",18830500,4118
1986,"The Texas Chainsaw Massacre 2 (1986)","tt0092076",18830500,4121
1988,"Salsa (1988)","tt0096030",18818200,4008
2012,"Wanderlust (2012)","tt1655460",18799000,3122
2009,"Jennifer's Body (2009)","tt1131734",18792000,3219
2015,"Paranormal Activity: The Ghost Dimension (2015)","tt2473510",18782900,3030
1981,"Dragonslayer (1981)","tt0082288",18777000,4452
2004,"Alfie (2004)","tt0375173",18772900,3505
2003,"House of Sand and Fog (2003)","tt0315983",18756200,3555
1998,"Knock Off (1998)","tt0120724",18735600,3879
2013,"Enough Said (2013)","tt2390361",18726900,3085
1990,"Almost an Angel (1990)","tt0099018",18716300,3984
2012,"Safe (2012)","tt1656190",18689700,3131
2009,"Imagine That (2009)","tt0780567",18676000,3233
1999,"Cookie's Fortune (1999)","tt0126250",18667300,3772
1989,"Troop Beverly Hills (1989)","tt0098519",18649100,4051
2004,"De-Lovely (2004)","tt0352277",18632800,3514
1994,"In the Mouth of Madness (1994)","tt0113409",18628000,4004
2013,"Dark Skies (2013)","tt2387433",18619900,3099
2003,"Gods and Generals (2003)","tt0279111",18611900,3568
1996,"She's the One (1996)","tt0117628",18600700,3949
2005,"Broken Flowers (2005)","tt0412019",18594400,3473
2002,"Undisputed (2002)","tt0281322",18568000,3619
2009,"Adventureland (2009)","tt1091722",18560000,3242
2009,"Armored (2009)","tt0913354",18560000,3247
2011,"The Thing (2011)","tt0905372",18541000,3156
2008,"Bangkok Dangerous (2008)","tt0814022",18539000,3306
2014,"Addicted (2014)","tt2205401",18528800,3102
1998,"Dirty Work (1998)","tt0120654",18513000,3900
1999,"Office Space (1999)","tt0151804",18496100,3778
1994,"The Inkwell (1994)","tt0110137",18482300,4011
1994,"White Fang 2: Myth of the White Wolf (1994)","tt0111701",18482300,4012
2014,"A Haunted House 2 (2014)","tt2828996",18422300,3111
1991,"Late for Dinner (1991)","tt0102279",18412600,4006
2015,"Steve Jobs (2015)","tt2080374",18370100,3064
1988,"Clean and Sober (1988)","tt0094884",18352600,4032
2006,"Letters from Iwo Jima (2006)","tt0498380",18329800,3467
1999,"The End of the Affair (1999)","tt0172396",18324800,3793
1999,"The Astronaut's Wife (1999)","tt0138304",18324800,3794
2014,"A Most Wanted Man (2014)","tt1972571",18315800,3120
2014,"Seventh Son (2014)","tt1121096",18315800,3128
1985,"The Trip to Bountiful (1985)","tt0090203",18306800,4198
2008,"Ponyo (2008)","tt0876563",18296700,3329
1986,"The Best of Times (1986)","tt0090713",18267700,4152
2015,"Mr. Holmes (2015)","tt3168230",18266900,3066
2012,"To Rome with Love (2012)","tt1859650",18252500,3172
1992,"Once Upon a Crime... (1992)","tt0101625",18238600,4030
1990,"Nightbreed (1990)","tt0100260",18222700,4013
1994,"The Next Karate Kid (1994)","tt0110657",18211700,4024
2007,"Awake (2007)","tt0211933",18209300,3401
2013,"The Counselor (2013)","tt2193215",18191900,3150
2003,"House of 1000 Corpses (2003)","tt0251736",18179100,3597
1998,"Very Bad Things (1998)","tt0124198",18179100,3910
1988,"High Spirits (1988)","tt0095304",18162000,4043
1997,"The Spanish Prisoner (1997)","tt0120176",18158200,3934
1999,"Drop Dead Gorgeous (1999)","tt0157503",18153500,3807
1996,"Celtic Pride (1996)","tt0115851",18148000,3965
1987,"Nuts (1987)","tt0093660",18134300,4095
1991,"The Five Heartbeats (1991)","tt0101891",18081900,4025
1988,"Without a Clue (1988)","tt0096454",18077400,4047
2006,"The Namesake (2006)","tt0433416",18064100,3490
2015,"Dope (2015)","tt3850214",18060500,3095
2008,"Last Chance Harvey (2008)","tt1046947",18054300,3352
1989,"Blue Steel (1989)","tt0099160",18013600,4089
1993,"Leprechaun (1993)","tt0107387",17988400,4044
1994,"The Puppet Masters (1994)","tt0111003",17982800,4035
1999,"Three to Tango (1999)","tt0144640",17982300,3811
2009,"A Perfect Getaway (2009)","tt0971209",17980000,3287
1983,"The Osterman Weekend (1983)","tt0086058",17952400,4364
1983,"Star 80 (1983)","tt0086355",17952400,4365
2004,"Wicker Park (2004)","tt0324554",17932400,3570
2004,"I Heart Huckabees (2004)","tt0356721",17932400,3577
2012,"The Master (2012)","tt1560747",17924600,3193
1991,"Bingo (1991)","tt0101455",17916600,4033
1986,"Quicksilver (1986)","tt0091814",17892500,4172
2011,"Young Adult (2011)","tt1625346",17882700,3203
1998,"Belly (1998)","tt0158493",17863800,3928
1989,"Cheetah (1989)","tt0097053",17860200,4093
1989,"DeepStar Six (1989)","tt0097179",17838300,4096
2001,"Knockaround Guys (2001)","tt0211465",17830400,3689
2001,"Get Over It (2001)","tt0192071",17830400,3700
1989,"Dead Bang (1989)","tt0097166",17816400,4100
1999,"Universal Soldier: The Return (1999)","tt0176269",17811000,3826
1998,"Wrongfully Accused (1998)","tt0120901",17808100,3930
2006,"One Night with the King (2006)","tt0430431",17798500,3506
2006,"Friends with Money (2006)","tt0436331",17798500,3509
1982,"Der Stand der Dinge (1982)","tt0084725",17755100,4455
1938,"Radio City Revels (1938)","tt0030651",17748000,6845
2009,"Youth in Revolt (2009)","tt0403702",17748000,3305
1988,"The Last Temptation of Christ (1988)","tt0095497",17717500,4068
1992,"Bébé's Kids (1992)","tt0103783",17693500,4058
1992,"Dr. Giggles (1992)","tt0104139",17609600,4063
1984,"Breakin' 2: Electric Boogaloo (1984)","tt0086999",17607100,4312
2003,"Confidence (2003)","tt0310910",17602000,3635
2007,"Firehouse Dog (2007)","tt0476995",17577000,3452
2007,"Hot Rod (2007)","tt0787475",17577000,3453
2008,"Fly Me to the Moon 3D (2008)","tt0486321",17569600,3385
1998,"The Red Violin (1998)","tt0120802",17567000,3948
1987,"Teen Wolf Too (1987)","tt0094118",17555800,4141
1990,"Ski Patrol (1990)","tt0100631",17544000,4050
1991,"Nothing But Trouble (1991)","tt0102558",17524000,4054
2001,"The Shipping News (2001)","tt0120824",17523000,3722
2009,"The Goods: Live Hard, Sell Hard (2009)","tt1092633",17516000,3326
2012,"The Raven (2012)","tt1486192",17487400,3245
1993,"Mr. Jones (1993)","tt0107611",17484100,4077
1997,"Mrs Brown (1997)","tt0119280",17475800,3966
1988,"Satisfaction (1988)","tt0096037",17463500,4084
1988,"The Blob (1988)","tt0094761",17463500,4086
1992,"Twin Dragons (1992)","tt0105399",17462900,4073
1997,"Fierce Creatures (1997)","tt0119115",17437900,3969
1986,"Maximum Overdrive (1986)","tt0091499",17423400,4204
1983,"The Sting II (1983)","tt0086370",17400000,4394
1957,"The Delinquents (1957)","tt0050302",17400000,6227
2009,"The Box (2009)","tt0362478",17400000,3334
2006,"Flyboys (2006)","tt0454824",17400000,3542
2005,"The Honeymooners (2005)","tt0373908",17372900,3569
1987,"House II: The Second Story (1987)","tt0093220",17355500,4150
1984,"Swing Shift (1984)","tt0088213",17348200,4331
2013,"Begin Again (2013)","tt1980929",17335800,3222
1999,"Bats (1999)","tt0200469",17297200,3862
1999,"Brokedown Palace (1999)","tt0120620",17297200,3868
1992,"Christopher Columbus: The Discovery (1992)","tt0103962",17295200,4085
1986,"Witchboard (1986)","tt0090327",17282800,4214
2006,"How to Eat Fried Worms (2006)","tt0462346",17267200,3552
2005,"The New World (2005)","tt0402399",17237100,3584
2013,"Jobs (2013)","tt2357129",17228800,3227
2013,"Fruitvale Station (2013)","tt2334649",17228800,3230
2008,"Disaster Movie (2008)","tt1213644",17206100,3423
2009,"I Love You, Beth Cooper (2009)","tt1032815",17168000,3359
1982,"The Last American Virgin (1982)","tt0084234",17163300,4494
1989,"Dead Calm (1989)","tt0097162",17158900,4148
1998,"Ringmaster (1998)","tt0165494",17158800,3962
1997,"Ulee's Gold (1997)","tt0120402",17153600,3990
2006,"Volver (2006)","tt0441909",17134400,3566
1999,"Godzilla 2000 (1999)","tt0188640",17126000,3885
1988,"The Adventures of Baron Munchausen (1988)","tt0096764",17103600,4110
2005,"The Matador (2005)","tt0365485",17101400,3599
2004,"Chasing Liberty (2004)","tt0360139",17091800,3640
2004,"Envy (2004)","tt0326856",17091800,3642
2010,"The Ghost Writer (2010)","tt1139328",17091300,3284
1984,"The Razor's Edge (1984)","tt0087980",17089300,4348
2002,"The Powerpuff Girls Movie (2002)","tt0289408",17070600,3721
1959,"The Killer Shrews (1959)","tt0052969",17058800,6221
2012,"The Man with the Iron Fists (2012)","tt1258972",17050300,3276
2014,"The Single Moms Club (2014)","tt2465140",17037900,3248
1990,"Cry-Baby (1990)","tt0099329",17009200,4082
1989,"Enemies: A Love Story (1989)","tt0097276",16983600,4158
1996,"All Dogs Go to Heaven 2 (1996)","tt0115509",16967000,4037
1991,"Black Robe (1991)","tt0101465",16966000,4090
2005,"The Weather Man (2005)","tt0384680",16965700,3609
2000,"Here on Earth (2000)","tt0195778",16948100,3819
1989,"The Cook, the Thief, His Wife & Her Lover (1989)","tt0097108",16917900,4161
1989,"Disorganized Crime (1989)","tt0097211",16917900,4162
2001,"Antitrust (2001)","tt0218817",16908100,3767
1993,"Aspen Extreme (1993)","tt0106315",16895700,4117
1986,"The Name of the Rose (1986)","tt0091605",16884100,4246
1993,"The Meteor Man (1993)","tt0107563",16853600,4122
1970,"Myra Breckinridge (1970)","tt0066115",16838700,5156
1994,"Fresh (1994)","tt0109842",16838000,4108
1986,"The Boy Who Could Fly (1986)","tt0090768",16837200,4251
2014,"Devil's Due (2014)","tt2752758",16825000,3261
2007,"The Comebacks (2007)","tt0790804",16818300,3513
1996,"The Rich Man's Wife (1996)","tt0117473",16809500,4048
1987,"Wanted: Dead or Alive (1987)","tt0094293",16799200,4183
1993,"Dazed and Confused (1993)","tt0106677",16790600,4130
2001,"Brotherhood of the Wolf (2001)","tt0237534",16754400,3771
1986,"She's Gotta Have It (1986)","tt0091939",16743400,4256
1990,"Funny About Love (1990)","tt0099623",16741800,4097
2003,"Girl with a Pearl Earring (2003)","tt0335119",16736300,3688
2008,"The Duchess (2008)","tt0864761",16721400,3463
1995,"Smoke (1995)","tt0114478",16700000,4071
2007,"Daddy Day Camp (2007)","tt0462244",16691900,3527
1994,"The Chase (1994)","tt0109402",16671500,4124
1982,"Some Kind of Hero (1982)","tt0083107",16660200,4542
2006,"Idlewild (2006)","tt0417225",16603100,3602
2006,"Freedomland (2006)","tt0349467",16603100,3606
1999,"Dudley Do-Right (1999)","tt0160236",16595100,3920
2004,"Breakin' All the Rules (2004)","tt0349169",16531400,3671
2015,"The Transporter Refueled (2015)","tt2938956",16512500,3241
1995,"Tall Tale (1995)","tt0111359",16500000,4087
1993,"Fatal Instinct (1993)","tt0106873",16496400,4145
2009,"Amelia (2009)","tt1129445",16472000,3418
2011,"Judy Moody and the Not Bummer Summer (2011)","tt1547230",16456500,3337
1987,"Ironweed (1987)","tt0093277",16443200,4210
1994,"Blankman (1994)","tt0109288",16421800,4140
1985,"Into the Night (1985)","tt0089346",16419700,4333
1994,"Serial Mom (1994)","tt0111127",16401000,4142
1998,"Apt Pupil (1998)","tt0118636",16398300,4015
2012,"Seven Psychopaths (2012)","tt1931533",16394500,3339
2013,"About Time (2013)","tt2194499",16372700,3304
1988,"A New Life (1988)","tt0095726",16341600,4163
1995,"Nick of Time (1995)","tt0113972",16340000,4092
1993,"Sirens (1993)","tt0111201",16328300,4155
1996,"Larger Than Life (1996)","tt0116823",16317400,4078
1986,"Blue City (1986)","tt0090753",16297800,4286
2012,"Killing Them Softly (2012)","tt1764234",16285200,3345
2013,"The Last Exorcism Part II (2013)","tt2034139",16265700,3320
1987,"Who's That Girl (1987)","tt0094321",16265200,4222
2008,"The Haunting of Molly Hartley (2008)","tt1045655",16236800,3512
2014,"And So It Goes (2014)","tt2465146",16186000,3319
2007,"Shoot 'Em Up (2007)","tt0465602",16186000,3574
2005,"The Protector (2005)","tt0427954",16151300,3665
2000,"Lucky Numbers (2000)","tt0219952",16141000,3889
2004,"The Cookout (2004)","tt0380277",16111100,3703
2010,"My Soul to Take (2010)","tt0872230",16098900,3374
1991,"If Looks Could Kill (1991)","tt0102095",16098100,4153
1984,"Firstborn (1984)","tt0087263",16053600,4413
2002,"Abandon (2002)","tt0267248",16022400,3787
2011,"My Week with Marilyn (2011)","tt1655420",16017700,3377
1979,"Apocalypse Now (1979)","tt0078788",16013500,4723
2009,"Cirque du Freak: The Vampire's Assistant (2009)","tt0450405",16008000,3460
1994,"Surviving the Game (1994)","tt0111323",16005500,4167
2016,"Norm of the North (2016)","tt1594972",16000000,3251
2008,"Ghost Town (2008)","tt0995039",15994400,3529
2001,"Head Over Heels (2001)","tt0192111",15985900,3831
1986,"Trick or Treat (1986)","tt0092112",15946100,4314
2007,"Under the Same Moon (2007)","tt0796307",15933100,3596
2007,"I Think I Love My Wife (2007)","tt0770772",15933100,3601
2005,"End of the Spear (2005)","tt0399862",15879900,3680
1991,"Strictly Business (1991)","tt0102996",15870800,4169
2014,"Step Up All In (2014)","tt2626350",15866600,3348
1989,"Johnny Handsome (1989)","tt0097626",15866000,4239
1995,"Unstrung Heroes (1995)","tt0114798",15860000,4134
2000,"3 Strikes (2000)","tt0199290",15850500,3908
1995,"Strange Days (1995)","tt0114558",15840000,4136
1990,"Mr. & Mrs. Bridge (1990)","tt0100200",15836900,4165
1988,"Stealing Home (1988)","tt0096171",15812400,4197
1992,"Damage (1992)","tt0104237",15785800,4185
1986,"9½ Weeks (1986)","tt0091635",15781900,4325
2009,"Crank: High Voltage (2009)","tt1121931",15776000,3483
1983,"Under Fire (1983)","tt0086510",15742900,4525
2002,"Narc (2002)","tt0272207",15722900,3822
2004,"Surviving Christmas (2004)","tt0252028",15690800,3742
2007,"Evening (2007)","tt0765447",15680200,3617
2014,"It Follows (2014)","tt3235888",15653600,3373
1981,"Buddy Buddy (1981)","tt0082111",15647500,4641
1998,"Whatever It Takes (1998)","tt0161084",15637700,4061
2012,"Lockout (2012)","tt1592525",15629400,3413
1987,"Hiding Out (1987)","tt0093186",15619900,4267
1994,"Clean Slate (1994)","tt0109443",15610000,4189
1986,"Black Moon Rising (1986)","tt0090735",15570900,4340
2014,"Beyond the Lights (2014)","tt3125324",15547100,3375
2000,"Digimon: The Movie (2000)","tt0259974",15543800,3929
1982,"Visiting Hours (1982)","tt0083296",15535700,4601
1962,"Premature Burial (1962)","tt0056368",15535700,5957
2001,"The Wash (2001)","tt0290332",15524700,3876
2008,"Rachel Getting Married (2008)","tt1084950",15509700,3575
1996,"The Great White Hype (1996)","tt0116448",15490700,4143
1983,"The Star Chamber (1983)","tt0086356",15466700,4544
1999,"Trippin' (1999)","tt0160298",15447600,3993
2014,"Big Eyes (2014)","tt1126590",15440600,3390
1994,"Clifford (1994)","tt0109447",15422700,4208
2012,"Spring Breakers (2012)","tt2101441",15410800,3427
2004,"House of Flying Daggers (2004)","tt0385004",15410600,3756
1988,"Phantasm II (1988)","tt0095863",15410200,4229
2006,"Zoom (2006)","tt0383060",15407600,3690
2006,"The Last Kiss (2006)","tt0434139",15407600,3693
1997,"A Simple Wish (1997)","tt0120133",15390800,4101
2008,"The Pirates Who Don't Do Anything: A VeggieTales Movie (2008)","tt0475998",15388600,3586
1998,"Return to Paradise (1998)","tt0124595",15378000,4079
1997,"Turbo: A Power Rangers Movie (1997)","tt0120389",15371900,4104
2001,"Spirited Away (2001)","tt0245429",15371000,3883
2011,"What's Your Number? (2011)","tt0770703",15359400,3445
1991,"Harley Davidson and the Marlboro Man (1991)","tt0102005",15354200,4203
1963,"Fun in Acapulco (1963)","tt0057083",15352900,5789
2005,"Casanova (2005)","tt0402894",15337000,3733
1999,"Teaching Mrs. Tingle (1999)","tt0133046",15327800,4005
1988,"Off Limits (1988)","tt0095774",15325500,4236
1992,"Sarafina! (1992)","tt0105316",15324600,4221
1989,"Relentless (1989)","tt0098184",15318100,4277
2009,"Case 39 (2009)","tt0795351",15312000,3524
1987,"Death Wish 4: The Crackdown (1987)","tt0092857",15308400,4296
1992,"Lorenzo's Oil (1992)","tt0104756",15282700,4228
1993,"Searching for Bobby Fischer (1993)","tt0108065",15277500,4233
2002,"Sorority Boys (2002)","tt0279781",15273700,3856
1989,"Shag (1989)","tt0098300",15252400,4284
1999,"Mystery, Alaska (1999)","tt0134618",15225000,4010
2010,"Repo Men (2010)","tt1053424",15216700,3466
1995,"Losing Isaiah (1995)","tt0113691",15200000,4174
1988,"Women on the Verge of a Nervous Breakdown (1988)","tt0095675",15198500,4250
1994,"Eat Drink Man Woman (1994)","tt0111797",15173000,4225
2006,"Material Girls (2006)","tt0433412",15142000,3716
2006,"Something New (2006)","tt0437777",15142000,3720
2011,"One Day (2011)","tt1563738",15140000,3465
1994,"Barcelona (1994)","tt0109219",15131300,4232
1987,"The Chipmunk Adventure (1987)","tt0092752",15130400,4310
2002,"Possession (2002)","tt0256276",15123900,3872
1995,"Hackers (1995)","tt0113243",15120000,4177
1995,"The Jerky Boys (1995)","tt0110189",15120000,4180
1991,"Mississippi Masala (1991)","tt0102456",15106200,4219
1991,"Wild Hearts Can't Be Broken (1991)","tt0103262",15085500,4224
2009,"Whip It (2009)","tt1172233",15080000,3550
1990,"Alice (1990)","tt0099012",15075900,4217
1992,"1492: Conquest of Paradise (1992)","tt0103594",15073000,4247
2007,"The Darjeeling Limited (2007)","tt0838221",15048000,3666
1986,"Just Between Friends (1986)","tt0091310",15031500,4381
1997,"A Thousand Acres (1997)","tt0120323",15030700,4135
2011,"Warrior (2011)","tt1291584",15030300,3480
1995,"The Amazing Panda Adventure (1995)","tt0112342",15020000,4188
2006,"The Lives of Others (2006)","tt0405094",15009200,3735
2012,"Hit and Run (2012)","tt2097307",14973600,3470
1991,"Rush (1991)","tt0102820",14961500,4237
2005,"Mrs Henderson Presents (2005)","tt0413015",14929800,3757
2005,"Lords of Dogtown (2005)","tt0355702",14929800,3759
1998,"Firestorm (1998)","tt0120670",14914300,4116
2014,"Left Behind (2014)","tt2467046",14908200,3443
2008,"Miss Pettigrew Lives for a Day (2008)","tt0970468",14903900,3626
1995,"Bushwhacked (1995)","tt0112602",14900000,4201
1998,"Woo (1998)","tt0120531",14895700,4120
2006,"Bobby (2006)","tt0308055",14876300,3741
2015,"American Ultra (2015)","tt3316948",14861200,3394
2015,"Woodlawn (2015)","tt4183692",14861200,3398
1994,"North (1994)","tt0110687",14860800,4255
1997,"The Ice Storm (1997)","tt0119349",14860100,4146
1995,"Kids (1995)","tt0113540",14840000,4206
1998,"My Giant (1998)","tt0120765",14821500,4131
2000,"You Can Count on Me (2000)","tt0203230",14817400,3974
1995,"Last of the Dogmen (1995)","tt0113617",14800000,4209
1982,"Frances (1982)","tt0083967",14795900,4645
2007,"Sydney White (2007)","tt0815244",14795100,3681
1973,"Lost Horizon (1973)","tt0070337",14745800,5152
2003,"House of the Dead (2003)","tt0317676",14716400,3855
1993,"Fearless (1993)","tt0106881",14710100,4276
2014,"Sin City: A Dame to Kill For (2014)","tt0458481",14695200,3468
2008,"Soul Men (2008)","tt1111948",14661600,3651
2008,"Sunshine Cleaning (2008)","tt0862846",14661600,3654
2012,"Dredd (2012)","tt1343727",14645700,3504
1992,"Children of the Corn II: The Final Sacrifice (1992)","tt0106557",14632800,4279
1988,"A Cry in the Dark (1988)","tt0094924",14627000,4294
2009,"An Education (2009)","tt1174732",14616000,3598
2006,"The Astronaut Farmer (2006)","tt0469263",14610700,3764
2011,"The Tree of Life (2011)","tt0478304",14591400,3515
2003,"Swimming Pool (2003)","tt0324133",14572100,3870
2004,"Raise Your Voice (2004)","tt0361696",14570000,3828
2004,"The Perfect Score (2004)","tt0314498",14570000,3832
1993,"The Wedding Banquet (1993)","tt0107156",14563000,4290
1994,"Trial by Jury (1994)","tt0111488",14506900,4280
1984,"Streets of Fire (1984)","tt0088194",14500000,4546
1953,"Robot Monster (1953)","tt0046248",14500000,6219
2002,"S1m0ne (2002)","tt0258153",14495000,3923
2011,"The Intouchables (2011)","tt1675434",14481700,3532
1996,"The Crucible (1996)","tt0115988",14447500,4216
1999,"Play It to the Bone (1999)","tt0196857",14437200,4060
1999,"Pushing Tin (1999)","tt0120797",14403000,4062
2011,"The Rum Diary (2011)","tt0376136",14372000,3539
1991,"Suburban Commando (1991)","tt0103003",14362200,4285
2013,"Labor Day (2013)","tt1967545",14339500,3510
2012,"Playing for Keeps (2012)","tt1540128",14317800,3538
1997,"Sprung (1997)","tt0120190",14310500,4184
